model,node,betweenness
WS,74,1305.6426316715456
WS,75,192.99060041265918
WS,76,458.18441466514287
WS,77,1154.3807269098286
WS,78,737.71281310279
WS,79,564.9696950108715
WS,80,42.16057831057831
WS,81,2375.594400746368
WS,82,4090.343687804357
WS,83,2076.611998471858
WS,84,5941.17583835991
WS,85,381.7031070031134
WS,86,175.55719938345243
WS,87,455.9850065221342
WS,88,3688.99664500005
WS,89,1252.6774667675516
WS,90,3058.383248301767
WS,91,1734.3319585139836
WS,92,1097.051921739674
WS,93,2369.2200517036094
WS,94,84.18072942260929
WS,95,1074.9328322812685
WS,96,198.5374475524475
WS,97,702.6608564595603
WS,98,3906.58451715311
WS,99,2300.7223992309046
WS,100,1302.1992773710876
WS,101,2029.0873110739967
WS,102,1717.08214593054
WS,103,1674.9575552024353
WS,104,508.2432251527888
WS,105,1432.4351658456571
WS,106,1462.2453157278928
WS,107,356.1642056055199
WS,108,1323.5327631553166
WS,109,461.1825788882102
WS,110,573.22586448781
WS,111,774.6573016292003
WS,112,1637.1183176518955
WS,113,3014.7216774385515
WS,114,1285.2576361789982
WS,115,2494.582116133154
WS,116,2597.229065881758
WS,117,4043.223599422791
WS,118,1479.3363838872183
WS,119,1044.8334871154495
WS,120,825.8577795710013
WS,121,1996.5775040987635
WS,122,1849.2643340628056
WS,123,2572.173687386258
WS,124,1540.561037937272
WS,125,726.4264452502001
WS,126,785.6434877261805
WS,127,647.2274904474655
WS,128,2897.0052756683067
WS,129,1625.7445172532937
WS,130,549.9036624053201
WS,131,203.13156990350163
WS,132,639.4912604739594
WS,133,2872.0017327694713
WS,134,1205.6988914680471
WS,135,3465.70601650425
WS,136,2501.5533752737797
WS,137,816.3873678780794
WS,138,156.0567888973771
WS,139,582.3556745550634
WS,140,1666.6580908633844
WS,141,1333.1352927287753
WS,142,955.9520449265566
WS,143,1670.9162611330567
WS,144,2933.624557741491
WS,145,1530.1037784768648
WS,146,2913.605092408654
WS,147,833.2530691211557
WS,148,1770.0095468481013
WS,149,2803.9387932120408
WS,150,0.0
WS,151,1307.3330169936226
WS,152,734.8275860448231
WS,153,1344.2854946001169
WS,154,1277.2627556794928
WS,155,949.6167719696233
WS,156,148.58059586879918
WS,157,592.4053297249784
WS,158,1191.2207632178884
WS,159,1190.1459677375371
WS,160,1324.2213424420142
WS,161,1172.5693710961411
WS,162,633.9707883514433
WS,163,587.5963355556693
WS,164,538.254342118773
WS,165,2119.869021506519
WS,166,409.7657205132656
WS,167,1552.0588724142233
WS,168,3482.6389754363063
WS,169,95.7987096237097
WS,170,3345.036830370385
WS,171,115.2951097105509
WS,172,951.992410375367
WS,173,1314.6955513964256
WS,174,520.1316055576119
WS,175,1293.1090702893023
WS,176,926.9744760327953
WS,177,695.0054036271601
WS,178,71.66721971011451
WS,179,451.99333232471037
WS,180,1328.4164495961559
WS,181,1817.1379563980545
WS,182,658.017313051013
WS,183,3003.89684470352
WS,184,1364.0206357951754
WS,185,3519.315653433621
WS,186,2703.0246438113945
WS,187,1120.810563399922
WS,188,1173.3868011413435
WS,189,469.86802314576
WS,190,788.3591679835943
WS,191,1358.5551957098123
WS,192,571.0270741182807
WS,193,162.86872902753709
WS,194,1780.3209814146014
WS,195,2952.8152182176564
WS,196,2403.2711513475
WS,197,1535.62796619305
WS,198,177.3784818064532
WS,199,525.4778326680034
WS,200,145.30164385669664
WS,201,201.06264216220814
WS,202,367.13558495875117
WS,203,341.96463929604477
WS,204,923.0990368379234
WS,205,632.1071591587807
WS,206,2749.7440978928153
WS,207,1750.1986957782701
WS,208,2602.9334208676423
WS,209,2277.3395564274792
WS,210,606.427649008198
WS,211,142.9080929648267
WS,212,889.4790451610651
WS,213,1575.9877115553809
WS,214,560.7880979546768
WS,215,2021.8987521358883
WS,216,4999.932884540594
WS,217,1642.6855551931308
WS,218,1905.4469780418974
WS,219,1315.416121938474
WS,220,1380.5057047697517
WS,221,239.24719034544148
WS,222,1113.8409640173268
WS,223,106.38960931939611
WS,224,159.44964224185463
WS,225,225.9339163571202
WS,226,164.86952956800303
WS,227,770.8442848596262
WS,228,980.5930768578623
WS,229,4256.772136645537
WS,230,0.0
WS,231,64.29224386724383
WS,232,583.0752917372484
WS,233,841.612175366216
WS,234,3014.850157332557
WS,235,1263.29867350146
WS,236,1829.177014469323
WS,237,450.5892167494974
WS,238,835.9133434049012
WS,239,707.0982648448307
WS,240,3103.0468870337936
WS,241,1195.8236437255548
WS,242,1700.4214834348659
WS,243,2127.241146980814
WS,244,848.2518658903873
WS,245,2114.31520432134
WS,246,0.0
WS,247,1116.023005475665
WS,248,2043.1970257980051
WS,249,881.1379662776138
WS,250,1057.0835666158496
WS,251,78.85454810179871
WS,252,1119.303116917921
WS,253,487.2239848530846
WS,254,166.20824026812878
WS,255,602.5283954973187
WS,256,1483.6018283590745
WS,257,2284.8364544805145
WS,258,1932.5118090342319
WS,259,401.0529738034601
WS,260,1837.9058918803526
WS,261,334.6245146643223
WS,262,714.1352974690401
WS,263,453.2978316497567
WS,264,1144.3778135832067
WS,265,1330.644536875903
WS,266,508.2302496136789
WS,267,416.53741270070645
WS,268,310.63596428637265
WS,269,419.3158499386001
WS,270,570.1809357515818
WS,271,1300.8816074655035
WS,272,2864.0900201908075
WS,273,524.9987974770078
WS,274,2675.404179521949
WS,275,2793.996150170203
WS,276,4397.553660727566
WS,277,335.5301321777639
WS,278,1248.8626480436533
WS,279,314.9858847112637
WS,280,486.532860191924
WS,281,305.8244911521227
WS,282,313.42833065970837
WS,283,601.5863241076091
WS,284,474.1485029281007
WS,285,1697.9369072310542
WS,286,405.76531016369296
WS,287,571.5383622732618
WS,288,1611.4868809252323
WS,289,384.45381959801455
WS,290,1456.837754484936
WS,291,1567.5697843874393
WS,292,698.6597463093765
WS,293,1448.9458784649732
WS,294,756.793540572389
WS,295,492.58695304936964
WS,296,1197.1597578500007
WS,297,1245.7144672605034
WS,298,995.7176293064135
WS,299,3237.42375794662
WS,300,602.9760023068078
WS,301,2071.174258427305
WS,302,269.8970235426118
WS,303,1666.4997712427426
WS,304,320.06575685326317
WS,305,1272.7615205641716
WS,306,1333.4464571901165
WS,307,851.6986765720405
WS,308,220.35496026423132
WS,309,2069.9522436982566
WS,310,4692.230784226392
WS,311,1482.32152472421
WS,312,168.981314600432
WS,313,545.1529751365428
WS,314,186.19884837384842
WS,315,236.80353291210062
WS,316,466.79068039803445
WS,317,307.32695327548225
WS,318,1136.2326638285194
WS,319,559.75803061044
WS,320,4550.729017012352
WS,321,188.64482700747007
WS,322,1931.052520920222
WS,323,909.1496907880507
WS,324,547.1654030531502
WS,325,264.3436836795834
WS,326,534.1499093722502
WS,327,338.58218908170704
WS,328,1964.9283174989591
WS,329,198.7304605749323
WS,330,971.8310793729173
WS,331,895.9422041860331
WS,332,2200.2739454118155
WS,333,1022.8606648030396
WS,334,998.3858081337208
WS,335,2205.630002050284
WS,336,831.3091642001739
WS,337,3494.6354604210337
WS,338,1363.1507334136481
WS,339,134.82367433276207
WS,340,1801.2005976512967
WS,341,215.73170276998962
WS,342,481.0208177887792
WS,343,185.14789330158436
WS,344,494.1446992482798
WS,345,317.2950781978447
WS,346,1473.3585634581927
WS,347,258.5499009627953
WS,348,1290.0939156238348
WS,349,243.28610317532787
WS,350,1393.2151761117213
WS,351,900.0236171335154
WS,352,1212.4047362692238
WS,353,1813.9242001125667
WS,354,1044.2569219760505
WS,355,1626.530864145952
WS,356,441.1417110779685
WS,357,176.87277492397163
WS,358,311.5366656140796
WS,359,3083.517708019491
WS,360,291.58623710918715
WS,361,625.8526362127712
WS,362,218.2030765109668
WS,363,305.5559543758988
WS,364,1263.107306838867
WS,365,447.6521741196996
WS,366,495.45569374266523
WS,367,1469.7291696017815
WS,368,734.0174918995283
WS,369,109.9227150013057
WS,370,514.2966708934601
WS,371,484.4773450002386
WS,372,737.1253426375036
WS,373,1684.9395600302398
WS,374,2135.735325737393
WS,375,985.6167520558192
WS,376,3130.656114946491
WS,377,3697.990275605097
WS,378,2498.0632192625653
WS,379,2349.1994942629617
WS,380,439.8330743888308
WS,381,457.2870275976447
WS,382,1307.2547835680143
WS,383,892.6854026601636
WS,384,1075.889932021671
WS,385,2153.642027357506
WS,386,1354.874567117792
WS,387,2612.789564372088
WS,388,710.7206461460129
WS,389,2757.500168478936
WS,390,744.3569189634578
WS,391,2627.664966161922
WS,392,1327.024863651199
WS,393,825.1989731100473
WS,394,1633.0849034775213
WS,395,4076.6863974760518
WS,396,881.1392731627168
WS,397,1987.4320185103606
WS,398,2951.3614785501886
WS,399,671.4612854792266
WS,400,1234.7411222414166
WS,401,272.81817204037804
WS,402,1253.8304622426604
WS,403,281.86572640036263
WS,404,1338.714846597568
WS,405,706.5541276776846
WS,406,133.94796726321493
WS,407,1876.2098983431213
WS,408,1025.9279997197407
WS,409,2484.545840401978
WS,410,232.39954571572207
WS,411,866.7124964216447
WS,412,402.6975582424113
WS,413,652.478757399229
WS,414,1646.2093084040146
WS,415,2382.4199296746647
WS,416,256.3597599622598
WS,417,713.0002891283693
WS,418,1439.2511278588825
WS,419,919.8355315491616
WS,420,756.5301838809579
WS,421,349.21623906438873
WS,422,301.43604792053634
WS,423,463.1194488540306
WS,424,1091.1319637655079
WS,425,1464.781758901902
WS,426,4031.8030373422553
WS,427,681.4291115508684
WS,428,834.2207021784495
WS,429,1858.2671917672938
WS,430,1412.0455326286938
WS,431,1881.1497465396626
WS,432,3308.3388173344947
WS,433,1845.081094861014
WS,434,212.60241878148216
WS,435,658.6382643038348
WS,436,635.3150279545018
WS,437,1809.9641531792597
WS,438,408.03887061510903
WS,439,119.77964649013411
WS,440,806.5237847005653
WS,441,801.6729866638921
WS,442,171.98810222858208
WS,443,1861.072105578285
WS,444,1376.1890935599058
WS,445,2564.398851115389
WS,446,3879.4580678193915
WS,447,629.9281745469633
WS,448,1516.7334008450248
WS,449,1544.0137435219804
WS,450,409.1628393387065
WS,451,1577.4896150578847
WS,452,107.03493210667335
WS,453,1581.8210518183291
WS,454,985.5751591481785
WS,455,867.655717573796
WS,456,435.07062175702134
WS,457,323.44876359880254
WS,458,683.8702420023335
WS,459,1032.353666543183
WS,460,3312.739144452319
WS,461,796.930752114504
WS,462,749.2245069735233
WS,463,902.0933423643626
WS,464,949.2876021321673
WS,465,385.499832034151
WS,466,521.7193658027558
WS,467,3518.233462985232
WS,468,286.07022915837683
WS,469,549.3121017781372
WS,470,381.1388708037449
WS,471,624.7408282874898
WS,472,1507.9190816936073
WS,473,3335.5403377468842
WS,474,458.0008703714588
WS,475,2727.5106314042378
WS,476,1067.3118590233294
WS,477,1576.8833993630337
WS,478,869.251427048284
WS,479,847.9817556196814
WS,480,104.17418543358946
WS,481,666.5369022918946
WS,482,963.4430262524505
WS,483,2953.561772791121
WS,484,1561.967933981426
WS,485,3515.4790394587603
WS,486,1181.2467210623115
WS,487,2449.5739139386
WS,488,1863.306342511503
WS,489,1029.6718825379778
WS,490,3700.4186927973624
WS,491,5225.947926287207
WS,492,0.0
WS,493,3885.650423429592
WS,494,476.8600554852633
WS,495,802.976190860734
WS,496,2392.2013696224617
WS,497,326.214351744211
WS,498,2157.162107254231
WS,499,1487.8342940103587
SBM,0,449.6150741734833
SBM,1,267.5889391558139
SBM,2,430.3843896441182
SBM,3,213.61121650545073
SBM,4,198.90060678073482
SBM,5,254.62083384620016
SBM,6,360.76529862073943
SBM,7,311.4190707385401
SBM,8,475.1665822842755
SBM,9,330.24062616490835
SBM,10,323.58354847603135
SBM,11,300.4460567469194
SBM,12,221.25210102017996
SBM,13,167.3705099186159
SBM,14,358.52306789777646
SBM,15,401.7540226507932
SBM,16,279.5810036970246
SBM,17,170.18027737257933
SBM,18,394.3450308649907
SBM,19,440.12504946450633
SBM,20,157.97025750666498
SBM,21,300.45281464902496
SBM,22,359.92149341424107
SBM,23,215.65747934040292
SBM,24,153.29685421175984
SBM,25,184.14793769627573
SBM,26,559.240337496618
SBM,27,195.52446973959601
SBM,28,475.15208456569343
SBM,29,210.94655985431083
SBM,30,485.4633202914167
SBM,31,315.20222248017575
SBM,32,181.77897441042543
SBM,33,241.64360529922365
SBM,34,587.584944643395
SBM,35,320.63785265321627
SBM,36,110.33510252690925
SBM,37,348.0899471201833
SBM,38,434.74737018542965
SBM,39,328.35926603650677
SBM,40,566.8831000353154
SBM,41,628.6328980369884
SBM,42,409.1856065683467
SBM,43,503.2032759395955
SBM,44,504.5895110533556
SBM,45,487.91860370246417
SBM,46,221.09068890376946
SBM,47,254.7911001038817
SBM,48,449.3012330583366
SBM,49,302.05812338503796
SBM,50,293.5998059191739
SBM,51,210.93368108970705
SBM,52,323.8150133168481
SBM,53,347.59089233341643
SBM,54,93.8520516587599
SBM,55,367.53977062474127
SBM,56,272.60185203454523
SBM,57,483.7771991265221
SBM,58,648.9312897330515
SBM,59,271.70183319874144
SBM,60,262.7025717228779
SBM,61,235.45355081903116
SBM,62,330.4291493132092
SBM,63,278.9481904205276
SBM,64,331.57119541217804
SBM,65,355.9255948237823
SBM,66,254.13541151407648
SBM,67,409.54340563714544
SBM,68,372.1789221658943
SBM,69,308.1135272807544
SBM,70,224.43943371703133
SBM,71,312.3956931532092
SBM,72,558.7596468657374
SBM,73,199.53201010263686
SBM,74,300.75066977710685
SBM,75,451.7478093751565
SBM,76,285.6916459300433
SBM,77,231.33549218872486
SBM,78,371.5830314761335
SBM,79,238.84981671670133
SBM,80,493.0599265069777
SBM,81,365.54920560255107
SBM,82,570.9010232105827
SBM,83,391.81190552878655
SBM,84,183.19020451834743
SBM,85,366.529874218334
SBM,86,233.17506695823377
SBM,87,268.40721210355605
SBM,88,412.4651113990839
SBM,89,441.41446017901654
SBM,90,574.8441446079602
SBM,91,401.2681379790144
SBM,92,501.34067830320424
SBM,93,566.6815158603798
SBM,94,278.85667943327013
SBM,95,219.54111499979055
SBM,96,594.9487245811255
SBM,97,135.95092442479114
SBM,98,366.6602662803215
SBM,99,137.5868629473499
SBM,100,265.6108741414769
SBM,101,254.79810853942533
SBM,102,492.9130464163257
SBM,103,104.11717816593668
SBM,104,350.50846432191685
SBM,105,272.6406240650135
SBM,106,367.56696569111807
SBM,107,208.34325233262464
SBM,108,436.28404938630786
SBM,109,202.3241472125946
SBM,110,489.13901247131054
SBM,111,467.6630283234404
SBM,112,296.7141718754889
SBM,113,296.0084856792131
SBM,114,558.4869879724246
SBM,115,427.959707131784
SBM,116,155.48599128320146
SBM,117,357.59141827928835
SBM,118,451.3287775048246
SBM,119,410.2394498194439
SBM,120,455.51493738318186
SBM,121,305.7068023389748
SBM,122,290.58717098450313
SBM,123,314.50492845636523
SBM,124,262.36395533481965
SBM,125,357.48225586912207
SBM,126,313.42701631023016
SBM,127,546.4960993064457
SBM,128,162.3787491301521
SBM,129,538.0095854008281
SBM,130,306.3131852276456
SBM,131,322.8291373978733
SBM,132,262.32545822224813
SBM,133,356.31938771576114
SBM,134,479.46969445102985
SBM,135,340.1362672603283
SBM,136,293.2668766522174
SBM,137,227.4757669607139
SBM,138,119.7477640892902
SBM,139,250.01556126932118
SBM,140,358.77514126218165
SBM,141,201.50702440154967
SBM,142,313.48416625693443
SBM,143,605.0115815512811
SBM,144,394.5262744030888
SBM,145,235.00384521087972
SBM,146,177.0320063934794
SBM,147,202.405260868134
SBM,148,410.99317304114606
SBM,149,149.04642348752813
SBM,150,225.10610840138114
SBM,151,504.5340597453594
SBM,152,315.20869849325214
SBM,153,338.613641033798
SBM,154,299.52477098304576
SBM,155,162.55633914836517
SBM,156,407.4941061248065
SBM,157,242.39741546269653
SBM,158,389.37781385068047
SBM,159,329.2816146028655
SBM,160,630.5989631487935
SBM,161,163.365327916223
SBM,162,384.76635232182986
SBM,163,478.3373394651671
SBM,164,345.51458701257104
SBM,165,225.92168643655666
SBM,166,317.51233483405593
SBM,167,377.3320883794816
SBM,168,240.88436508590283
SBM,169,529.4692491432567
SBM,170,307.4287105092968
SBM,171,403.2012735983509
SBM,172,261.26678349010484
SBM,173,276.9603448587266
SBM,174,400.4132923239955
SBM,175,641.7510569512027
SBM,176,390.9034014061469
SBM,177,377.30739933173476
SBM,178,332.96694296051953
SBM,179,354.1688337274229
SBM,180,341.52819822131283
SBM,181,325.87501712381436
SBM,182,422.8315510768546
SBM,183,514.8574908030588
SBM,184,624.1313301491799
SBM,185,370.5481547307084
SBM,186,294.79218388348653
SBM,187,204.33612429521799
SBM,188,143.12319153028864
SBM,189,574.1185380684082
SBM,190,427.2294935531407
SBM,191,520.9381687321085
SBM,192,417.04767801778775
SBM,193,245.7311460742689
SBM,194,448.86309941577014
SBM,195,195.25625106296633
SBM,196,196.28600486804936
SBM,197,309.629371529515
SBM,198,409.7941020346861
SBM,199,588.9962813025879
SBM,200,297.04701210757406
SBM,201,148.4465567686648
SBM,202,705.1910582231857
SBM,203,156.1546296419536
SBM,204,248.03815201737976
SBM,205,269.9660132168306
SBM,206,271.79658449915485
SBM,207,212.19466297269912
SBM,208,456.7163925273857
SBM,209,101.77145854653565
SBM,210,188.25554302824483
SBM,211,251.73249668000602
SBM,212,198.06529870550946
SBM,213,349.204377355718
SBM,214,192.11599834514922
SBM,215,476.88637905315915
SBM,216,517.1245857131341
SBM,217,275.94400799207534
SBM,218,470.68304276950704
SBM,219,228.72089616333713
SBM,220,215.44151088707537
SBM,221,499.97182102090613
SBM,222,302.090155008762
SBM,223,368.72119739295954
SBM,224,557.9648395689333
SBM,225,398.92455375660995
SBM,226,218.96647679697273
SBM,227,208.12519304518895
SBM,228,103.07575814959866
SBM,229,338.15631733614725
SBM,230,387.34070429212665
SBM,231,352.0290162888677
SBM,232,302.6662304206651
SBM,233,488.7442058823598
SBM,234,592.2815862470303
SBM,235,271.769154629695
SBM,236,585.1531116100887
SBM,237,471.3319454321558
SBM,238,217.36422806979766
SBM,239,429.2878629618914
SBM,240,212.6446228845572
SBM,241,241.54185977435762
SBM,242,92.87613660922403
SBM,243,244.9000252606145
SBM,244,369.7438497062712
SBM,245,336.07413793203693
SBM,246,430.50846762843565
SBM,247,232.02194986880582
SBM,248,250.99711600672347
SBM,249,498.0422736382994
SBM,250,303.9857268657184
SBM,251,196.95255232709243
SBM,252,382.1812261096566
SBM,253,516.062707721014
SBM,254,225.53737968499408
SBM,255,329.98463211113165
SBM,256,240.25139327061996
SBM,257,385.3909034205343
SBM,258,220.68186488599616
SBM,259,615.322954248608
SBM,260,352.1445496874093
SBM,261,453.9229986021395
SBM,262,600.2633754448702
SBM,263,649.5033189017406
SBM,264,113.070155137266
SBM,265,211.4395532145461
SBM,266,361.06541423635133
SBM,267,503.7626646017669
SBM,268,305.2422810302643
SBM,269,342.20894966000657
SBM,270,342.6529060390414
SBM,271,216.6906450934382
SBM,272,234.1145199191968
SBM,273,351.3542797740484
SBM,274,357.16376241278124
SBM,275,266.92691158685403
SBM,276,235.35621223962823
SBM,277,298.91609300605575
SBM,278,421.42960126825466
SBM,279,205.14665800762614
SBM,280,312.71177751349
SBM,281,222.46821907444092
SBM,282,488.9183526975756
SBM,283,546.2807459204106
SBM,284,213.5835840601087
SBM,285,406.02011587948056
SBM,286,665.559304006413
SBM,287,227.09433281856124
SBM,288,315.9041558711384
SBM,289,258.00191417018124
SBM,290,408.2473180189069
SBM,291,438.64184170223655
SBM,292,377.09268888367507
SBM,293,382.60275440403797
SBM,294,443.785002634778
SBM,295,406.9476184314344
SBM,296,238.8105734273588
SBM,297,353.6967627832624
SBM,298,112.69427978654547
SBM,299,703.7110042117927
SBM,300,547.5899095022057
SBM,301,177.8066347660355
SBM,302,346.76721958607465
SBM,303,426.56641595264864
SBM,304,204.85199921355215
SBM,305,403.1183303552345
SBM,306,433.0537883909562
SBM,307,716.8380931103598
SBM,308,229.84747336323426
SBM,309,157.20787845936678
SBM,310,271.2870522625922
SBM,311,259.78444711732163
SBM,312,324.205331352695
SBM,313,478.9338180342517
SBM,314,384.2973050197675
SBM,315,270.55197198284
SBM,316,362.2308564255479
SBM,317,300.48329500722264
SBM,318,486.1599176374726
SBM,319,107.24149912845667
SBM,320,215.66744581718854
SBM,321,507.19941314116727
SBM,322,300.73117290277963
SBM,323,336.0370007081742
SBM,324,529.4715535296477
SBM,325,293.08258305046434
SBM,326,257.2221461883039
SBM,327,237.99753635952086
SBM,328,164.56488218424906
SBM,329,533.4240142235691
SBM,330,185.53977259599625
SBM,331,207.4139277876327
SBM,332,248.71627118448518
SBM,333,475.4627327950239
SBM,334,333.27670762471416
SBM,335,284.00057790877554
SBM,336,408.00154252932845
SBM,337,223.0250512746924
SBM,338,405.2093198013987
SBM,339,300.0468824332913
SBM,340,400.352868816146
SBM,341,465.07467623964027
SBM,342,309.0134159520568
SBM,343,191.30509327550715
SBM,344,239.49427743238857
SBM,345,296.73454026260436
SBM,346,243.83800539396972
SBM,347,360.2768995886037
SBM,348,363.742071559335
SBM,349,222.32770711632668
SBM,350,537.6610775703871
SBM,351,275.48594550097033
SBM,352,157.241254004731
SBM,353,354.37392632255865
SBM,354,329.98359990723725
SBM,355,279.0590296569042
SBM,356,246.98492043469315
SBM,357,305.6511529923056
SBM,358,416.25420288449794
SBM,359,135.09077135370995
SBM,360,451.81827487457645
SBM,361,213.85204144967534
SBM,362,439.3112958850191
SBM,363,128.76084668497583
SBM,364,328.8735944071639
SBM,365,327.75818643908616
SBM,366,456.9385689755551
SBM,367,231.88813254525377
SBM,368,292.18788851408186
SBM,369,430.76269358651155
SBM,370,294.8529317936794
SBM,371,252.24518565080115
SBM,372,301.3912676295985
SBM,373,501.8348137624051
SBM,374,273.94547202781166
SBM,375,288.6526907725604
SBM,376,393.12077359402315
SBM,377,384.65609209655497
SBM,378,245.81135952126692
SBM,379,355.80527932339413
SBM,380,382.1997811564306
SBM,381,722.1943874059353
SBM,382,290.8440825075445
SBM,383,507.5047739562991
SBM,384,706.8584604273511
SBM,385,351.80916203216185
SBM,386,215.53461031776834
SBM,387,505.6065268226944
SBM,388,601.4525785900561
SBM,389,227.5377399035443
SBM,390,253.12050668452824
SBM,391,243.27136211515096
SBM,392,323.26939228443666
SBM,393,223.38113674941906
SBM,394,330.241583361707
SBM,395,278.19234814007785
SBM,396,651.0054873186263
SBM,397,319.2420273358098
SBM,398,366.29448680632254
SBM,399,429.27407930865326
SBM,400,199.40015818332432
SBM,401,409.6112739755024
SBM,402,292.4077657272383
SBM,403,280.0411697095398
SBM,404,457.0306899211108
SBM,405,262.0715989788532
SBM,406,322.386391111516
SBM,407,260.10283046401895
SBM,408,561.9267370362583
SBM,409,219.67814941609382
SBM,410,289.847866270109
SBM,411,83.04116384181346
SBM,412,125.80768454107871
SBM,413,645.954886072844
SBM,414,333.0725759136137
SBM,415,345.2271915082244
SBM,416,359.3715585902325
SBM,417,321.36363737871824
SBM,418,277.32716921802313
SBM,419,427.8152742950098
SBM,420,162.41277571551424
SBM,421,358.4339023686574
SBM,422,183.6723241984075
SBM,423,465.4060671725177
SBM,424,316.8509952507804
SBM,425,547.2790387771365
SBM,426,282.86100069469893
SBM,427,360.3136063505252
SBM,428,517.1107628563383
SBM,429,99.8279438413743
SBM,430,301.29481569348354
SBM,431,249.4156202986247
SBM,432,171.07711947929332
SBM,433,432.57230977123766
SBM,434,341.5246264724798
SBM,435,435.4788835735656
SBM,436,322.98715322442257
SBM,437,460.69272925082646
SBM,438,190.46175401154218
SBM,439,348.12357495510696
SBM,440,432.0717051827261
SBM,441,470.843957763762
SBM,442,338.163971973123
SBM,443,192.29644967932842
SBM,444,172.76688228298994
SBM,445,369.9791635177323
SBM,446,216.8168415898014
SBM,447,392.03435108523337
SBM,448,120.73435385828527
SBM,449,330.8143737077949
SBM,450,319.3909670405994
SBM,451,181.07155309164202
SBM,452,299.29086378362723
SBM,453,363.4831476132112
SBM,454,232.715666759539
SBM,455,252.1893001529933
SBM,456,463.2175261462067
SBM,457,516.4198424875182
SBM,458,204.84343383480152
SBM,459,627.1796865916509
SBM,460,185.60792721549308
SBM,461,266.4441829708045
SBM,462,85.38937418376057
SBM,463,257.7051969781548
SBM,464,251.78958249572372
SBM,465,354.7345594599613
SBM,466,383.52031969556947
SBM,467,193.1480473557632
SBM,468,332.42492730244106
SBM,469,325.00890291842643
SBM,470,169.09718906476485
SBM,471,278.79830635731116
SBM,472,391.3529745103728
SBM,473,267.6125284671515
SBM,474,253.05632268502353
SBM,475,412.32742433671115
SBM,476,182.56280312711553
SBM,477,226.3721140509672
SBM,478,250.72894234503664
SBM,479,375.42613319511725
SBM,480,419.56328961071216
SBM,481,269.5349436396315
SBM,482,314.55296530731687
SBM,483,441.39357984428693
SBM,484,201.78745613458236
SBM,485,260.2647082463354
SBM,486,192.19514787424734
SBM,487,416.3205680566768
SBM,488,290.46174064626365
SBM,489,367.0659647363495
SBM,490,243.74080202627817
SBM,491,266.32351813691764
SBM,492,548.0718920449077
SBM,493,377.75134725760387
SBM,494,407.9251730338039
SBM,495,231.2683820364938
SBM,496,376.594725932345
SBM,497,535.415598297382
SBM,498,380.7317694836186
SBM,499,314.9997012225857
